director_id:string:START_ID,:START_LABEL,movie_id:string:END_ID,:END_LABEL,:TYPE,year:string
"罗兰·艾默里奇","director","1293013","movie","DIRECT","1996.0"
"大卫·叶茨","director","2051007","movie","DIRECT","2010.0"
"刘伟强 ","director","1307694","movie","DIRECT","2003.0"
" 麦兆辉","director","1307694","movie","DIRECT","2003.0"
"罗伯特·斯文克","director","1885124","movie","DIRECT","2009.0"
"亚历克斯·普罗亚斯","director","1308843","movie","DIRECT","2004.0"
"朴赞郁","director","1306664","movie","DIRECT","2000.0"
"谢晋","director","1297880","movie","DIRECT","1986.0"
"马丁·麦克唐纳","director","2044089","movie","DIRECT","2008.0"
"彭浩翔","director","6386345","movie","DIRECT","2012.0"
"杜琪峰","director","1293315","movie","DIRECT","1989.0"
"权炯辰","director","4230918","movie","DIRECT","2010.0"
"雷德利·斯科特","director","1301746","movie","DIRECT","2001.0"
"安东尼·明格拉","director","1295045","movie","DIRECT","1999.0"
"中村义洋","director","3660428","movie","DIRECT","2010.0"
"格里高利·霍布里特","director","1294183","movie","DIRECT","2000.0"
"雷德利·斯科特","director","1307542","movie","DIRECT","2003.0"
"克里斯·哥伦布","director","1292529","movie","DIRECT","1999.0"
"奉俊昊","director","3071441","movie","DIRECT","2014.0"
"丹尼·博伊尔","director","4164444","movie","DIRECT","2010.0"
"约翰·卡兰","director","1441238","movie","DIRECT","2006.0"
"王晶","director","1297223","movie","DIRECT","1992.0"
"Sherry Horman","director","3430271","movie","DIRECT","2009.0"
"柯克·琼斯","director","3041749","movie","DIRECT","2009.0"
"克日什托夫·基耶斯洛夫斯基","director","1292048","movie","DIRECT","1993.0"
"奥逊·威尔斯","director","1292288","movie","DIRECT","1941.0"
"加斯·詹宁斯","director","1292267","movie","DIRECT","2005.0"
"迈克尔·贝","director","2146991","movie","DIRECT","2009.0"
"昆汀·塔伦蒂诺","director","1291584","movie","DIRECT","2004.0"
"金基德","director","1308833","movie","DIRECT","2004.0"
"宁浩","director","2124703","movie","DIRECT","2009.0"
"侯孝贤","director","1421809","movie","DIRECT","2005.0"
"格恩迪·塔塔科夫斯基","director","3269068","movie","DIRECT","2013.0"
"谷德昭 ","director","1329936","movie","DIRECT","1996.0"
" 周星驰","director","1329936","movie","DIRECT","1996.0"
"维托里奥·德·西卡","director","1295873","movie","DIRECT","1948.0"
"伍迪·艾伦","director","1981242","movie","DIRECT","2008.0"
"约瑟夫·鲁斯纳克","director","1300282","movie","DIRECT","1999.0"
"安南德·图克尔","director","1293708","movie","DIRECT","1998.0"
"钮承泽","director","3737102","movie","DIRECT","2010.0"
"乔治·卢卡斯","director","1293838","movie","DIRECT","1977.0"
"梁乐民 ","director","6890730","movie","DIRECT","2012.0"
" 陆剑青","director","6890730","movie","DIRECT","2012.0"
"原惠一","director","2982823","movie","DIRECT","2007.0"
"Umesh Shukla","director","19945757","movie","DIRECT","2012.0"
"斯坦利·库布里克","director","1322848","movie","DIRECT","1964.0"
"马丁·斯科塞斯","director","1292268","movie","DIRECT","1990.0"
"让-雅克·阿诺","director","1291868","movie","DIRECT","1992.0"
"韦斯·安德森","director","11525673","movie","DIRECT","2014.0"
"陈可辛","director","25798222","movie","DIRECT","2014.0"
"克里斯·巴克 ","director","4202982","movie","DIRECT","2014.0"
" 珍妮弗·李","director","4202982","movie","DIRECT","2014.0"
"道格·里曼","director","4746257","movie","DIRECT","2014.0"
"詹姆斯·沃德·布柯特","director","25807345","movie","DIRECT","2013.0"
"宁浩","director","3804891","movie","DIRECT","2013.0"
"斯派克·琼斯","director","6722879","movie","DIRECT","2013.0"
"布莱恩·辛格","director","10485647","movie","DIRECT","2014.0"
"杨宇硕","director","21937445","movie","DIRECT","2013.0"
"理查德·林克莱特","director","2209575","movie","DIRECT","2014.0"
"李濬益","director","21937452","movie","DIRECT","2013.0"
"丹·吉尔罗伊","director","25750969","movie","DIRECT","2014.0"
"彼得·杰克逊","director","11606328","movie","DIRECT","2014.0"
"本·斯蒂勒","director","2133323","movie","DIRECT","2013.0"
"黄东赫","director","24879820","movie","DIRECT","2014.0"
"矢口史靖","director","24741412","movie","DIRECT","2014.0"
"让-皮埃尔·热内","director","6985803","movie","DIRECT","2013.0"
"保罗·格林格拉斯","director","4116480","movie","DIRECT","2013.0"
"朗·霍华德","director","6803494","movie","DIRECT","2013.0"
"是枝裕和","director","10571509","movie","DIRECT","2013.0"
"詹姆斯·卡梅隆","director","1292553","movie","DIRECT","1994.0"
"皮埃尔·莫瑞尔","director","1292326","movie","DIRECT","2004.0"
"伍迪·艾伦","director","1433577","movie","DIRECT","2005.0"
"岩井俊二","director","1292371","movie","DIRECT","1998.0"
"瑞恩·墨菲","director","6776051","movie","DIRECT","2014.0"
"理查德·拉·格拉文斯","director","1920796","movie","DIRECT","2007.0"
"泽维尔·多兰","director","25745651","movie","DIRECT","2014.0"
"雷德利·斯科特","director","1291839","movie","DIRECT","1982.0"
"罗丝·博斯","director","25858604","movie","DIRECT","2014.0"
"奥利佛·斯通","director","1292229","movie","DIRECT","1994.0"
"杜家毅","director","5318669","movie","DIRECT","2011.0"
"加布里尔·穆奇诺","director","2969282","movie","DIRECT","2008.0"
"贝尼特·米勒","director","3023164","movie","DIRECT","2011.0"
"乔治·卢卡斯","director","1294362","movie","DIRECT","1999.0"
"胡安·何塞·坎帕内利亚","director","4066125","movie","DIRECT","2009.0"
"荻上直子","director","1892578","movie","DIRECT","2006.0"
"方银振","director","6080840","movie","DIRECT","2013.0"
"加里·特洛斯达勒 ","director","1297995","movie","DIRECT","1991.0"
" 柯克·维斯","director","1297995","movie","DIRECT","1991.0"
"A.R. Murugadoss","director","3397503","movie","DIRECT","2008.0"
"迈克尔·曼","director","1295686","movie","DIRECT","1995.0"
"乔治·卢卡斯","director","1309078","movie","DIRECT","2005.0"
"斯坦利·库布里克","director","1300055","movie","DIRECT","1987.0"
"黄建新 ","director","1307856","movie","DIRECT","1994.0"
" 杨亚洲","director","1307856","movie","DIRECT","1994.0"
"厄文·克什纳","director","1296528","movie","DIRECT","1980.0"
"乔尔·科恩 ","director","3626372","movie","DIRECT","2010.0"
" 伊桑·科恩","director","3626372","movie","DIRECT","2010.0"
"奉俊昊","director","3036460","movie","DIRECT","2009.0"
"罗伯·马歇尔","director","1307697","movie","DIRECT","2002.0"
"冲浦启之","director","6010171","movie","DIRECT","2011.0"
"张艾嘉","director","1292289","movie","DIRECT","1999.0"
"弗朗西斯·福特·科波拉","director","1292260","movie","DIRECT","1979.0"
"许鞍华","director","3077668","movie","DIRECT","2008.0"
"蜷川实花","director","1850963","movie","DIRECT","2007.0"
"泽维尔·多兰","director","3707070","movie","DIRECT","2009.0"
"恩斯特·马利斯卡","director","1304056","movie","DIRECT","1955.0"
"吴宇森","director","1297862","movie","DIRECT","1987.0"
"泰勒·海克福德","director","1298909","movie","DIRECT","1997.0"
"梅尔·吉布森","director","1450031","movie","DIRECT","2006.0"
"姜帝圭","director","1304972","movie","DIRECT","2004.0"
"罗曼·波兰斯基","director","19955828","movie","DIRECT","2013.0"
"伍迪·艾伦","director","1296987","movie","DIRECT","1977.0"
"李安","director","1299193","movie","DIRECT","1995.0"
"罗曼·波兰斯基","director","4913185","movie","DIRECT","2011.0"
"简·坎皮恩","director","1293818","movie","DIRECT","1993.0"
"克劳德·比诺多","director","1340517","movie","DIRECT","1980.0"
"雷德利·斯科特","director","1309071","movie","DIRECT","2005.0"
"李海准","director","3586725","movie","DIRECT","2009.0"
"陈嘉上","director","1292895","movie","DIRECT","1994.0"
"佐藤祐市","director","2361826","movie","DIRECT","2007.0"
"泰德·戴米","director","1306914","movie","DIRECT","1999.0"
"谢尔盖·索洛维约夫","director","1301025","movie","DIRECT","1975.0"
"Brad Isaacs","director","2033187","movie","DIRECT","2007.0"
"埃米尔·拜加津","director","21098725","movie","DIRECT","2013.0"
"马塞尔·卡尔内","director","1300375","movie","DIRECT","1945.0"
"萨蒂亚吉特·雷伊","director","1306019","movie","DIRECT","1955.0"
"F.A.布拉贝克","director","1306850","movie","DIRECT","2000.0"
"王童","director","1298944","movie","DIRECT","1992.0"
"绪方明","director","1776964","movie","DIRECT","2005.0"
"Fred C. Newmeyer ","director","1303388","movie","DIRECT","1923.0"
" 山姆·泰勒","director","1303388","movie","DIRECT","1923.0"
"胡金铨","director","1307898","movie","DIRECT","1973.0"
"让-皮埃尔·达内 ","director","1299067","movie","DIRECT","1996.0"
" 吕克·达内","director","1299067","movie","DIRECT","1996.0"
"小津安二郎","director","1300842","movie","DIRECT","1957.0"
"巴斯特·基顿","director","1300352","movie","DIRECT","1925.0"
"Darragh Byrne","director","4730796","movie","DIRECT","2010.0"
"让-皮埃尔·梅尔维尔","director","1466403","movie","DIRECT","1949.0"
"Yasemin Samdereli","director","5153875","movie","DIRECT","2011.0"
"山田洋次","director","1417545","movie","DIRECT","1991.0"
"维姆·文德斯 Wim Wenders","director","1293306","movie","DIRECT","1974.0"
"严浩","director","1294139","movie","DIRECT","1984.0"
"米哈依尔·卡拉托佐夫","director","1432669","movie","DIRECT","1964.0"
"Jean-Claude Sussfeld","director","5446283","movie","DIRECT","1994.0"
"迈克·李","director","1294477","movie","DIRECT","1996.0"
"努里·比格·锡兰","director","1300827","movie","DIRECT","1999.0"
"贝纳尔多·贝托鲁奇","director","1300955","movie","DIRECT","1970.0"
"鲍勃·福斯","director","1299330","movie","DIRECT","1979.0"
"John Little","director","5401681","movie","DIRECT","2000.0"
"Alberto Cavalcanti ","director","1305323","movie","DIRECT","1945.0"
" 巴兹尔·迪尔登 ","director","1305323","movie","DIRECT","1945.0"
" 查尔斯·克瑞奇顿 ","director","1305323","movie","DIRECT","1945.0"
" 罗伯特·哈默","director","1305323","movie","DIRECT","1945.0"
"维姆·文德斯","director","1437023","movie","DIRECT","1976.0"
"彼得·博格丹诺维奇","director","1298026","movie","DIRECT","1971.0"
"让-皮埃尔·达内 ","director","1305337","movie","DIRECT","2002.0"
" 吕克·达内","director","1305337","movie","DIRECT","2002.0"
"比尔·普莱姆顿","director","1304204","movie","DIRECT","2001.0"
"罗伯特·奥尔德里奇","director","1292597","movie","DIRECT","1962.0"
"让·维果","director","1299433","movie","DIRECT","1934.0"
"迈克尔·卡顿-琼斯","director","1298455","movie","DIRECT","1990.0"
"成濑巳喜男","director","1424618","movie","DIRECT","1951.0"
"成濑巳喜男","director","1302082","movie","DIRECT","1967.0"
"约翰·杜根","director","1298024","movie","DIRECT","1997.0"
"唐书璇","director","1297767","movie","DIRECT","1969.0"
"王童","director","1308607","movie","DIRECT","1987.0"
"亚历桑德罗·佐杜洛夫斯基","director","19955955","movie","DIRECT","2013.0"
"比利·怀德","director","1294605","movie","DIRECT","1953.0"
"中原俊","director","1840265","movie","DIRECT","1991.0"
"彼得·博格丹诺维奇","director","1296043","movie","DIRECT","1992.0"
"赖纳·维尔纳·法斯宾德","director","3228134","movie","DIRECT","1973.0"
"朱尔斯·达辛","director","1299885","movie","DIRECT","1955.0"
"沃尔克·施隆多夫","director","1296762","movie","DIRECT","1985.0"
"阿基·考里斯马基","director","1401895","movie","DIRECT","1990.0"
"罗兰·苏素·里希特","director","1432631","movie","DIRECT","2001.0"
"Gilles Maheu","director","20326557","movie","DIRECT","None"
"奥德里奇·利普斯基","director","1757925","movie","DIRECT","1968.0"
"Ladd Ehlinger Jr.","director","3136240","movie","DIRECT","2007.0"
"维姆·文德斯","director","1293876","movie","DIRECT","1995.0"
"王童","director","1307971","movie","DIRECT","1981.0"
"阿巴斯·基亚罗斯塔米","director","1303471","movie","DIRECT","1991.0"
"克劳德·夏布洛尔","director","1303463","movie","DIRECT","1995.0"
"扬·霍布雷克","director","1306848","movie","DIRECT","1999.0"
"F·W·茂瑙","director","1305235","movie","DIRECT","1926.0"
"苏赫拉布·沙希德·萨利斯","director","1300817","movie","DIRECT","1974.0"
"黑泽明","director","1300034","movie","DIRECT","1975.0"
"伍迪·艾伦","director","1292536","movie","DIRECT","1989.0"
"杰克·阿诺德","director","1899630","movie","DIRECT","1957.0"
"查理·卓别林","director","1296659","movie","DIRECT","1952.0"
"迈克尔·哈内克","director","1437410","movie","DIRECT","1989.0"
"让-吕克·戈达尔","director","1296338","movie","DIRECT","1967.0"
"多罗塔·肯杰尔扎沃斯卡","director","2983255","movie","DIRECT","2007.0"
"伊斯特凡·萨博","director","1301725","movie","DIRECT","1999.0"
"Radha Bharadwaj","director","1298317","movie","DIRECT","1991.0"
"弗兰科·皮亚维奥利","director","2269338","movie","DIRECT","2002.0"
"布莱恩·G·赫顿","director","1300347","movie","DIRECT","1968.0"
"诺曼·杰威森","director","1292996","movie","DIRECT","1980.0"
"卡罗尔·巴拉德","director","1303287","movie","DIRECT","1979.0"
"市川昆","director","1296872","movie","DIRECT","1959.0"
"冯小宁","director","1464535","movie","DIRECT","1990.0"
"约翰·弗兰克海默","director","1469105","movie","DIRECT","1962.0"
"依莱姆·克里莫夫","director","1422186","movie","DIRECT","1985.0"
"阿巴斯·基亚罗斯塔米","director","1303521","movie","DIRECT","1990.0"
"让-吕克·戈达尔","director","1300522","movie","DIRECT","1966.0"
"约翰·兰迪斯","director","1297200","movie","DIRECT","1980.0"
"Michael McGowan","director","1422914","movie","DIRECT","2005.0"
"小林正树","director","1298561","movie","DIRECT","1959.0"
"斯派克·李","director","1292681","movie","DIRECT","1992.0"
"李少红","director","1306830","movie","DIRECT","1992.0"
"森田芳光","director","1294580","movie","DIRECT","1985.0"
"杨·史云梅耶","director","1475239","movie","DIRECT","2005.0"
"约翰·卡尼","director","1779498","movie","DIRECT","2001.0"
"王童","director","1467097","movie","DIRECT","1989.0"
"安诺斯·托马斯·延森","director","1478398","movie","DIRECT","2005.0"
"科斯塔-加夫拉斯","director","1299026","movie","DIRECT","1969.0"
"汤姆·沃恩","director","10455077","movie","DIRECT","2013.0"
"史蒂文·索德伯格","director","1299830","movie","DIRECT","1993.0"
"维特·荷默","director","1295268","movie","DIRECT","1999.0"
"Steven Silver","director","3597344","movie","DIRECT","2009.0"
"安德烈·萨金塞夫","director","1962160","movie","DIRECT","2007.0"
"王童","director","1303637","movie","DIRECT","1997.0"
"费德里科·费里尼","director","1303571","movie","DIRECT","1955.0"
"克劳德·夏布洛尔","director","1303526","movie","DIRECT","1988.0"
"罗伊·沃德·贝克","director","1292890","movie","DIRECT","1958.0"
"卡尔·弗兰克林","director","1296235","movie","DIRECT","1998.0"
"彼得·博格丹诺维奇","director","1303357","movie","DIRECT","1973.0"
"米开朗基罗·安东尼奥尼","director","1297546","movie","DIRECT","1975.0"
"郭春晖","director","25757182","movie","DIRECT","2013.0"
"小栗康平","director","1303065","movie","DIRECT","1981.0"
"寺山修司","director","1401522","movie","DIRECT","1984.0"
"筱原哲雄","director","3095492","movie","DIRECT","2008.0"
"寺山修司","director","1401520","movie","DIRECT","1971.0"
"卡罗琳 汤普森 (Caroline Thompson (I))","director","1293266","movie","DIRECT","1994.0"
"霍华德·霍克斯","director","1298497","movie","DIRECT","1959.0"
"多罗塔·肯杰尔扎沃斯卡","director","1297622","movie","DIRECT","1994.0"
"奥逊·威尔斯","director","1303554","movie","DIRECT","1962.0"
"哈维尔·费舍尔","director","3212291","movie","DIRECT","2008.0"
"王颖 ","director","1301594","movie","DIRECT","1995.0"
" 保罗·奥斯特","director","1301594","movie","DIRECT","1995.0"
"皮娜·鲍什","director","3921106","movie","DIRECT","1978.0"
"埃里克·侯麦","director","1421309","movie","DIRECT","1987.0"
"吴天明","director","1299042","movie","DIRECT","1984.0"
"李翰祥","director","1305607","movie","DIRECT","1975.0"
"Bernhard Wicki","director","1439859","movie","DIRECT","1959.0"
"宁瀛","director","1394495","movie","DIRECT","1993.0"
"罗伯特·奥特曼","director","1293037","movie","DIRECT","1975.0"
"吉米·村上","director","1308510","movie","DIRECT","1986.0"
"托马斯·沃瑞","director","1897967","movie","DIRECT","2005.0"
"David Evans","director","1294297","movie","DIRECT","1997.0"
"让·德拉努瓦","director","1866433","movie","DIRECT","1964.0"
"皮埃尔·保罗·帕索里尼","director","1299775","movie","DIRECT","1964.0"
"香特尔·阿克曼","director","1868933","movie","DIRECT","1975.0"
"彼得·沃特金","director","1439463","movie","DIRECT","1974.0"
"罗纳德·尼姆","director","1292684","movie","DIRECT","1969.0"
"比利·怀德","director","1294418","movie","DIRECT","1974.0"
"乔治·威廉·巴布斯特","director","1401368","movie","DIRECT","1929.0"
"艾伦·帕克","director","1297109","movie","DIRECT","2000.0"
"小津安二郎","director","1304405","movie","DIRECT","1942.0"
"小林政广","director","3683594","movie","DIRECT","2010.0"
"韦斯·克雷文","director","1299176","movie","DIRECT","1999.0"
"萨蒂亚吉特·雷伊","director","1306559","movie","DIRECT","1956.0"
"森田芳光","director","1858233","movie","DIRECT","1996.0"
"黄蜀芹","director","1307320","movie","DIRECT","1987.0"
"罗兰·贝科夫","director","1400649","movie","DIRECT","1984.0"
"霍华德·霍克斯 ","director","1299608","movie","DIRECT","1932.0"
" 理查德·罗森","director","1299608","movie","DIRECT","1932.0"
"恩斯特·刘别谦","director","1294746","movie","DIRECT","1932.0"
"马丁·里特","director","1293190","movie","DIRECT","1965.0"
"约翰·卡索维茨","director","1292768","movie","DIRECT","1977.0"
"亚历山大·涅夫佐罗夫","director","1904606","movie","DIRECT","1998.0"
"Prakash Jha ","director","14802605","movie","DIRECT","2012.0"
" 帕卡沙·加","director","14802605","movie","DIRECT","2012.0"
"卢奇诺·维斯康蒂","director","1303558","movie","DIRECT","1960.0"
"亚历山大·罗戈日金","director","1308097","movie","DIRECT","2002.0"
"萨蒂亚吉特·雷伊","director","1295720","movie","DIRECT","1959.0"
"罗伯托·贝尼尼","director","1298710","movie","DIRECT","1994.0"
"费德里科·费里尼","director","1302815","movie","DIRECT","1972.0"
"巴克迪亚·库唐纳扎洛夫","director","1304596","movie","DIRECT","1999.0"
"普皮·阿瓦蒂","director","1302167","movie","DIRECT","2003.0"
"阿基·考里斯马基","director","1304749","movie","DIRECT","1996.0"
"Mohammad-Ali Talebi","director","1307745","movie","DIRECT","2000.0"
"弗雷德·威尔科克斯","director","1294704","movie","DIRECT","1943.0"
"深作欣二","director","1294287","movie","DIRECT","1982.0"
"小津安二郎","director","1298704","movie","DIRECT","1956.0"
"沟口健二","director","1303573","movie","DIRECT","1954.0"
"James T. Walker","director","1864784","movie","DIRECT","2002.0"
"马克·斯蒂文·约翰逊","director","1294627","movie","DIRECT","1998.0"
"卡罗尔·里德","director","1293219","movie","DIRECT","1968.0"
"欧文·勒纳","director","1945628","movie","DIRECT","1959.0"
"Jeff Wurtz","director","5969484","movie","DIRECT","None"
"保罗·费格","director","1308972","movie","DIRECT","2003.0"
"桑弧","director","4719384","movie","DIRECT","1949.0"
"托尼·比尔","director","1298778","movie","DIRECT","1993.0"
"西蒙·温瑟","director","1294754","movie","DIRECT","1993.0"
"John G. Blystone ","director","1295211","movie","DIRECT","1923.0"
" 巴斯特·基顿","director","1295211","movie","DIRECT","1923.0"
"克洛德·果雷塔","director","1295785","movie","DIRECT","1977.0"
"科斯塔-加夫拉斯","director","1293614","movie","DIRECT","1997.0"
"朴熙坤","director","6037981","movie","DIRECT","2011.0"
"Dan Curtis (I)","director","1296852","movie","DIRECT","1998.0"
"赖斯扎德·布加斯基","director","1296674","movie","DIRECT","1989.0"
"查尔斯·马丁·史密斯","director","1293412","movie","DIRECT","1997.0"
"朱尔斯·达辛","director","1305032","movie","DIRECT","1950.0"
"Rajkumar Hirani","director","1919626","movie","DIRECT","2006.0"
"沟口健二","director","1303600","movie","DIRECT","1954.0"
"阿斯哈·法哈蒂","director","3445575","movie","DIRECT","2009.0"
"雅克·特纳","director","1302338","movie","DIRECT","1947.0"
"James Frawley","director","1301013","movie","DIRECT","2000.0"
"达格·卡利","director","1303877","movie","DIRECT","2003.0"
"沃纳·赫尔佐格","director","1306027","movie","DIRECT","1977.0"
"约翰·卡索维茨","director","1293525","movie","DIRECT","1974.0"
"沃伊齐希·哈斯","director","1302272","movie","DIRECT","1973.0"
"安振宇","director","1308436","movie","DIRECT","2002.0"
"颜碧丽","director","2000736","movie","DIRECT","1982.0"
"杨延晋","director","1483878","movie","DIRECT","1981.0"
"菲利普·考尔德隆","director","3008143","movie","DIRECT","2008.0"
"Lynn Roth","director","3072172","movie","DIRECT","2008.0"
"埃里克·侯麦","director","1293776","movie","DIRECT","1987.0"
"马克斯·奥菲尔斯","director","1301122","movie","DIRECT","1953.0"
"拉斯·冯·提尔","director","1296116","movie","DIRECT","1991.0"
"戴米恩·奥唐纳","director","1479945","movie","DIRECT","2003.0"
"卡尔·西奥多·德莱叶","director","1303566","movie","DIRECT","1955.0"
"让-克里斯托夫·罗歇","director","5324771","movie","DIRECT","2010.0"
"赖纳·维尔纳·法斯宾德","director","1298863","movie","DIRECT","1972.0"
"胡金铨","director","1296161","movie","DIRECT","1975.0"
"Ivan Fíla","director","2082264","movie","DIRECT","1996.0"
"杨·史云梅耶","director","3418199","movie","DIRECT","2010.0"
"刘镇伟 (Jeffrey Lau)","director","1303638","movie","DIRECT","1994.0"
"布鲁斯·贝尔斯福德","director","1300520","movie","DIRECT","1983.0"
"亚历山大·柯达","director","1292885","movie","DIRECT","1941.0"
"今村昌平","director","1299125","movie","DIRECT","1968.0"
"沈浮","director","1419052","movie","DIRECT","1948.0"
"约翰·福特","director","1295134","movie","DIRECT","1962.0"
"Henry Bean","director","1303740","movie","DIRECT","2001.0"
"恩斯特·刘别谦","director","1293608","movie","DIRECT","1943.0"
"杨·史云梅耶","director","1296369","movie","DIRECT","1999.0"
"Vahe Gabuchian","director","6855109","movie","DIRECT","None"
"河濑直美","director","1401347","movie","DIRECT","1997.0"
"兰德尔·克莱泽","director","1769033","movie","DIRECT","1991.0"
"迈克尔·卡顿-琼斯","director","1758439","movie","DIRECT","2005.0"
"林太郎","director","1477924","movie","DIRECT","1979.0"
"西奥·安哲罗普洛斯","director","1295759","movie","DIRECT","1975.0"
"长崎俊一","director","3004512","movie","DIRECT","2008.0"
"加布里埃尔·萨瓦特瑞斯","director","1303041","movie","DIRECT","1991.0"
"西奥·安哲罗普洛斯","director","2001296","movie","DIRECT","2009.0"
"Ilmar Raag","director","2268267","movie","DIRECT","2007.0"
"篠田正浩","director","1307038","movie","DIRECT","1977.0"
"洛特·雷妮格","director","1302814","movie","DIRECT","1926.0"
"沃伊齐希·哈斯","director","1416907","movie","DIRECT","1965.0"
"朱塞佩·德·桑蒂斯","director","1466243","movie","DIRECT","1952.0"
"杰克·高德","director","1770980","movie","DIRECT","1987.0"
"乔·德特杜巴","director","1293624","movie","DIRECT","1999.0"
"五社英雄","director","1473840","movie","DIRECT","1969.0"
"沃尔特·希尔","director","1299446","movie","DIRECT","1986.0"
"迈克尔·哈内克","director","1437409","movie","DIRECT","1994.0"
"凯·波拉克","director","1416877","movie","DIRECT","2004.0"
"约瑟夫·罗西","director","1303553","movie","DIRECT","1963.0"
"路易·马勒","director","1304953","movie","DIRECT","1981.0"
"Maurice Phillips","director","1768214","movie","DIRECT","2005.0"
"小林正树","director","1441039","movie","DIRECT","1961.0"
"比尔·康顿","director","1297226","movie","DIRECT","1998.0"
"乔拉·赫兹","director","1486017","movie","DIRECT","1969.0"
"Anthony Geffen","director","4036518","movie","DIRECT","2010.0"
"罗伯托·罗西里尼","director","1293153","movie","DIRECT","1948.0"
"尼古拉斯·希特纳","director","1301500","movie","DIRECT","1996.0"
"维克多·艾里斯","director","1477717","movie","DIRECT","1983.0"
"保罗·格林格拉斯","director","1306426","movie","DIRECT","2002.0"
"朱拉·亚库比斯克","director","2052298","movie","DIRECT","1969.0"
"马里奥·莫尼切利 ","director","1326538","movie","DIRECT","1951.0"
" 斯坦诺","director","1326538","movie","DIRECT","1951.0"
"Anna van der Heide","director","10581620","movie","DIRECT","2012.0"
"让-雅克·阿诺","director","1298271","movie","DIRECT","1981.0"
"维克多·斯约斯特洛姆","director","1465471","movie","DIRECT","1921.0"
"西河克己","director","1754812","movie","DIRECT","1963.0"
"埃里克·侯麦","director","1296976","movie","DIRECT","1981.0"
"沟口健二","director","1303602","movie","DIRECT","1953.0"
"Patricia Riggen","director","2053339","movie","DIRECT","2007.0"
"杨·卡达尔 ","director","1292830","movie","DIRECT","1965.0"
" 艾尔玛·克洛斯","director","1292830","movie","DIRECT","1965.0"
"约翰·霍克","director","1294516","movie","DIRECT","1987.0"
"塞基·鲍格农","director","1303087","movie","DIRECT","1962.0"
"黑泽明","director","1297589","movie","DIRECT","1960.0"
"新藤兼人","director","1303710","movie","DIRECT","1960.0"
"玛琳·格里斯","director","1296482","movie","DIRECT","1996.0"
"马丁·罗森","director","1296344","movie","DIRECT","1978.0"
"米歇尔·冈瑞","director","1304258","movie","DIRECT","2001.0"
"罗伯特·本顿","director","1297601","movie","DIRECT","1995.0"
"Renny Rye","director","1421742","movie","DIRECT","1990.0"
"今村昌平","director","1302917","movie","DIRECT","1963.0"
"中村哲平","director","6839118","movie","DIRECT","2010.0"
"Art Stevens ","director","1293240","movie","DIRECT","1981.0"
" Richard Rich ","director","1293240","movie","DIRECT","1981.0"
" Ted Berman","director","1293240","movie","DIRECT","1981.0"
"岛村达雄","director","2121871","movie","DIRECT","1981.0"
"安杰依·瓦伊达","director","1303174","movie","DIRECT","1958.0"
"维姆·文德斯","director","1295897","movie","DIRECT","1991.0"
"米开朗基罗·安东尼奥尼","director","1293428","movie","DIRECT","1957.0"
"Özcan Alper","director","3326930","movie","DIRECT","2008.0"
"Aditya Chopra","director","1818751","movie","DIRECT","2000.0"
"赵崇基 (Sung Kee Chiu)","director","1306121","movie","DIRECT","1994.0"
"埃里克·冯·施特罗海姆","director","1301923","movie","DIRECT","1924.0"
"让-克洛德·洛宗","director","1419984","movie","DIRECT","1992.0"
"弗里茨·朗","director","1298312","movie","DIRECT","1924.0"
"克日什托夫·基耶斯洛夫斯基","director","1293109","movie","DIRECT","1985.0"
"理查德·唐纳","director","1293157","movie","DIRECT","1992.0"
"Bret Haaland","director","5299155","movie","DIRECT","2010.0"
"黑泽明","director","1303077","movie","DIRECT","1970.0"
"罗伯托·罗西里尼","director","1293321","movie","DIRECT","1952.0"
"新藤兼人","director","1303598","movie","DIRECT","1995.0"
"皮亚托·杰米","director","1303186","movie","DIRECT","1961.0"
"本杰明·克里斯滕森","director","1439560","movie","DIRECT","1922.0"
"维托里奥·德·西卡","director","1299136","movie","DIRECT","1964.0"
"克里斯蒂安·内梅斯古","director","2063530","movie","DIRECT","2007.0"
"Isabelle Doval","director","1929444","movie","DIRECT","2007.0"
"米洛斯·福尔曼","director","1303080","movie","DIRECT","1967.0"
"Yash Chopra","director","1438081","movie","DIRECT","2004.0"
"菅原比吕志","director","1892333","movie","DIRECT","1988.0"
"路易·马勒","director","1432637","movie","DIRECT","1974.0"
"艾特·迪·彭吉云","director","1295320","movie","DIRECT","2001.0"
"詹姆斯·布里奇斯","director","1303289","movie","DIRECT","1973.0"
"西河克己","director","2062564","movie","DIRECT","1992.0"
"路易·马勒","director","1297201","movie","DIRECT","1971.0"
"亨利·维尼尔","director","1304254","movie","DIRECT","1973.0"
"亨利·科斯特","director","1297441","movie","DIRECT","1950.0"
"亚历山大·索科洛夫","director","1304870","movie","DIRECT","1997.0"
"埃利达尔·梁赞诺夫","director","1296936","movie","DIRECT","1975.0"
"罗纳德·F·麦克斯维尔","director","1292851","movie","DIRECT","1993.0"
"Charles A. Nichols ","director","1304558","movie","DIRECT","1973.0"
" Iwao Takamoto","director","1304558","movie","DIRECT","1973.0"
"霍华德·霍克斯 ","director","1292565","movie","DIRECT","1948.0"
" 阿瑟·罗森","director","1292565","movie","DIRECT","1948.0"
"Vincent Morisset","director","6799133","movie","DIRECT","2011.0"
"山田洋次","director","1298487","movie","DIRECT","1969.0"
