actor_id:string:START_ID,:START_LABEL,movie_id:string:END_ID,:END_LABEL,:TYPE,year:string
"万国鹏","actor","25746375","movie","ACT","2015.0"
"王婷","actor","25746375","movie","ACT","2015.0"
"沈凯","actor","25746375","movie","ACT","2015.0"
"徐小琴","actor","25746375","movie","ACT","2015.0"
"林晨","actor","25746375","movie","ACT","2015.0"
"魏星","actor","25746375","movie","ACT","2015.0"
"蒿怡帆","actor","25746375","movie","ACT","2015.0"
"蒿怡菲","actor","25746375","movie","ACT","2015.0"
"覃培军","actor","25746375","movie","ACT","2015.0"
"王昭","actor","25746375","movie","ACT","2015.0"
"张文斌","actor","25746375","movie","ACT","2015.0"
"林俭","actor","25746375","movie","ACT","2015.0"
"耿立树","actor","25746375","movie","ACT","2015.0"
"张喜来","actor","25746375","movie","ACT","2015.0"
"周鹏","actor","25746375","movie","ACT","2015.0"
"寇骏","actor","25746375","movie","ACT","2015.0"
"姜涛","actor","25746375","movie","ACT","2015.0"
"袁咏仪","actor","25746375","movie","ACT","2015.0"
"方中信","actor","25746375","movie","ACT","2015.0"
"刘伟强","actor","25746375","movie","ACT","2015.0"
"冯德伦","actor","25746375","movie","ACT","2015.0"
"吴彦祖","actor","25746375","movie","ACT","2015.0"
"尔冬升","actor","25746375","movie","ACT","2015.0"
"麦兆辉","actor","25746375","movie","ACT","2015.0"
"庄文强","actor","25746375","movie","ACT","2015.0"
"方平","actor","25746375","movie","ACT","2015.0"
"张静初","actor","25746375","movie","ACT","2015.0"
"许鞍华","actor","25746375","movie","ACT","2015.0"
"林更新","actor","25746375","movie","ACT","2015.0"
"蒋梦婕","actor","25746375","movie","ACT","2015.0"
"陆剑明","actor","25746375","movie","ACT","2015.0"
"杰克·吉伦哈尔","actor","5446197","movie","ACT","2015.0"
"福里斯特·惠特克","actor","5446197","movie","ACT","2015.0"
"瑞秋·麦克亚当斯","actor","5446197","movie","ACT","2015.0"
"娜奥米·哈里斯","actor","5446197","movie","ACT","2015.0"
"50分","actor","5446197","movie","ACT","2015.0"
"乌娜·劳伦斯","actor","5446197","movie","ACT","2015.0"
"米格尔·戈麦斯","actor","5446197","movie","ACT","2015.0"
"瑞塔·奥拉","actor","5446197","movie","ACT","2015.0"
"维克托·奥尔蒂斯","actor","5446197","movie","ACT","2015.0"
"克莱尔·弗利","actor","5446197","movie","ACT","2015.0"
"博·纳普","actor","5446197","movie","ACT","2015.0"
"约翰·塞纳迭姆博","actor","5446197","movie","ACT","2015.0"
"布莱思·丹纳","actor","25885212","movie","ACT","2015.0"
"马丁·斯塔尔","actor","25885212","movie","ACT","2015.0"
"琼·斯奎布","actor","25885212","movie","ACT","2015.0"
"雷亚·普尔曼","actor","25885212","movie","ACT","2015.0"
"玛丽·凯·普莱斯","actor","25885212","movie","ACT","2015.0"
"玛琳·阿克曼","actor","25885212","movie","ACT","2015.0"
"山姆·艾里奥特","actor","25885212","movie","ACT","2015.0"
"瑞德·斯科特","actor","25885212","movie","ACT","2015.0"
"麦克斯·盖尔","actor","25885212","movie","ACT","2015.0"
"马克·阿戴尔-里奥斯","actor","25885212","movie","ACT","2015.0"
"阿什利·斯皮尔斯","actor","25885212","movie","ACT","2015.0"
"阿尔蒂·曼","actor","25885212","movie","ACT","2015.0"
"卡罗琳-拉格菲尔特","actor","25885212","movie","ACT","2015.0"
"卢多维科·吉拉尔德罗","actor","25728581","movie","ACT","2014.0"
"Ludovico Girardello","actor","25728581","movie","ACT","2014.0"
"瓦莱莉·高利诺","actor","25728581","movie","ACT","2014.0"
"玛格特·罗比","actor","5156558","movie","ACT","2015.0"
"克里斯·派恩","actor","5156558","movie","ACT","2015.0"
"切瓦特·埃加福特","actor","5156558","movie","ACT","2015.0"
"瑞恩·雷诺兹","actor","24325815","movie","ACT","2015.0"
"本·金斯利","actor","24325815","movie","ACT","2015.0"
"马修·古迪","actor","24325815","movie","ACT","2015.0"
"娜塔丽·马丁内兹","actor","24325815","movie","ACT","2015.0"
"米歇尔·道克瑞","actor","24325815","movie","ACT","2015.0"
"德里克·卢克","actor","24325815","movie","ACT","2015.0"
"维克多·加博","actor","24325815","movie","ACT","2015.0"
"玛丽安娜·宝拉·韦森特","actor","24325815","movie","ACT","2015.0"
"山姆·佩吉","actor","24325815","movie","ACT","2015.0"
"特瑞·韦伯","actor","24325815","movie","ACT","2015.0"
"格里夫·弗斯特","actor","24325815","movie","ACT","2015.0"
"艾米莉·特里梅因","actor","24325815","movie","ACT","2015.0"
"加里·维克斯","actor","24325815","movie","ACT","2015.0"
"新垣结衣","actor","25922902","movie","ACT","2015.0"
"木村文乃","actor","25922902","movie","ACT","2015.0"
"桐谷健太","actor","25922902","movie","ACT","2015.0"
"恒松祐里","actor","25922902","movie","ACT","2015.0"
"下田翔大","actor","25922902","movie","ACT","2015.0"
"葵若菜","actor","25922902","movie","ACT","2015.0"
"柴田杏花","actor","25922902","movie","ACT","2015.0"
"山口麻友","actor","25922902","movie","ACT","2015.0"
"佐野勇斗","actor","25922902","movie","ACT","2015.0"
"室井響","actor","25922902","movie","ACT","2015.0"
"渡边大知","actor","25922902","movie","ACT","2015.0"
"真岛秀和","actor","25922902","movie","ACT","2015.0"
"石田光","actor","25922902","movie","ACT","2015.0"
"木村多江","actor","25922902","movie","ACT","2015.0"
"小木茂光","actor","25922902","movie","ACT","2015.0"
"角替和枝","actor","25922902","movie","ACT","2015.0"
"井川比佐志","actor","25922902","movie","ACT","2015.0"
"朱利安·夏特金","actor","25738406","movie","ACT","2014.0"
"莉顿·梅斯特","actor","25738406","movie","ACT","2014.0"
"黛博拉·梅辛","actor","25738406","movie","ACT","2014.0"
"欧嘉·梅雷迪斯","actor","25738406","movie","ACT","2014.0"
"韦恩·普雷特洛","actor","25738406","movie","ACT","2014.0"
"乔治娅·希梅内斯·里弗谢","actor","25738406","movie","ACT","2014.0"
"阿尔弗雷多·纳西索","actor","25738406","movie","ACT","2014.0"
"比利·乔·阿姆斯特朗","actor","25738406","movie","ACT","2014.0"
"萨布丽娜·马查多","actor","25738406","movie","ACT","2014.0"
"达茜·福勒","actor","25738406","movie","ACT","2014.0"
"Heather Whaley","actor","25738406","movie","ACT","2014.0"
"Sammy Pignalosa","actor","25738406","movie","ACT","2014.0"
"Frank Shattuck","actor","25738406","movie","ACT","2014.0"
"Tamara Torres","actor","25738406","movie","ACT","2014.0"
"Buster Whaley","actor","25738406","movie","ACT","2014.0"
"萨尔玛·海耶克","actor","25767747","movie","ACT","2015.0"
"文森特·卡索","actor","25767747","movie","ACT","2015.0"
"约翰·C·赖利","actor","25767747","movie","ACT","2015.0"
"托比·琼斯","actor","25767747","movie","ACT","2015.0"
"雪莉·亨德森","actor","25767747","movie","ACT","2015.0"
"斯塔西·马汀","actor","25767747","movie","ACT","2015.0"
"阿尔芭·洛尔瓦彻","actor","25767747","movie","ACT","2015.0"
"卡特里内尔·马龙","actor","25767747","movie","ACT","2015.0"
"Hayley Carmichael","actor","25767747","movie","ACT","2015.0"
"碧碧·凯芙","actor","25767747","movie","ACT","2015.0"
"Christian Lees","actor","25767747","movie","ACT","2015.0"
"Jonah Lees","actor","25767747","movie","ACT","2015.0"
"Guillaume Delaunay","actor","25767747","movie","ACT","2015.0"
"Kathryn Hunter","actor","25767747","movie","ACT","2015.0"
"Jessie Cave","actor","25767747","movie","ACT","2015.0"
"朱智勋","actor","25823840","movie","ACT","2015.0"
"金康宇","actor","25823840","movie","ACT","2015.0"
"林智妍","actor","25823840","movie","ACT","2015.0"
"千浩振","actor","25823840","movie","ACT","2015.0"
"李宥英","actor","25823840","movie","ACT","2015.0"
"艾米·波勒","actor","10533913","movie","ACT","2015.0"
"菲利丝·史密斯","actor","10533913","movie","ACT","2015.0"
"理查德·坎德","actor","10533913","movie","ACT","2015.0"
"比尔·哈德尔","actor","10533913","movie","ACT","2015.0"
"刘易斯·布莱克","actor","10533913","movie","ACT","2015.0"
"敏迪·卡灵","actor","10533913","movie","ACT","2015.0"
"凯特林·迪亚斯","actor","10533913","movie","ACT","2015.0"
"戴安·琳恩","actor","10533913","movie","ACT","2015.0"
"凯尔·麦克拉克伦","actor","10533913","movie","ACT","2015.0"
"波拉·庞德斯通","actor","10533913","movie","ACT","2015.0"
"鲍比·莫伊尼汉","actor","10533913","movie","ACT","2015.0"
"保拉·佩尔","actor","10533913","movie","ACT","2015.0"
"大卫·戈尔兹","actor","10533913","movie","ACT","2015.0"
"弗兰克·奥兹","actor","10533913","movie","ACT","2015.0"
"乔什·库雷","actor","10533913","movie","ACT","2015.0"
"弗利","actor","10533913","movie","ACT","2015.0"
"约翰·拉岑贝格","actor","10533913","movie","ACT","2015.0"
"卡洛斯·阿拉斯拉奇","actor","10533913","movie","ACT","2015.0"
"皮特·萨加尔","actor","10533913","movie","ACT","2015.0"
"拉什达·琼斯","actor","10533913","movie","ACT","2015.0"
"罗里·艾伦","actor","10533913","movie","ACT","2015.0"
"约翰·齐甘","actor","10533913","movie","ACT","2015.0"
"雪莉·琳恩","actor","10533913","movie","ACT","2015.0"
"拉瑞恩·纽曼","actor","10533913","movie","ACT","2015.0"
"帕丽斯·冯·戴克","actor","10533913","movie","ACT","2015.0"
"桥本爱","actor","25814707","movie","ACT","2015.0"
"三浦贵大","actor","25814707","movie","ACT","2015.0"
"松冈茉优","actor","25814707","movie","ACT","2015.0"
"温水洋一","actor","25814707","movie","ACT","2015.0"
"桐岛加恋","actor","25814707","movie","ACT","2015.0"
"雅各布·萨尔瓦提","actor","10773239","movie","ACT","2015.0"
"凯文·詹姆斯","actor","10773239","movie","ACT","2015.0"
"迈克尔·拉帕波特","actor","10773239","movie","ACT","2015.0"
"大卫·亨瑞","actor","10773239","movie","ACT","2015.0"
"艾米丽·沃森","actor","10773239","movie","ACT","2015.0"
"埃杜瓦多·维拉斯蒂吉","actor","10773239","movie","ACT","2015.0"
"泰德·拉文","actor","10773239","movie","ACT","2015.0"
"田川洋行","actor","10773239","movie","ACT","2015.0"
"汤姆·威尔金森","actor","10773239","movie","ACT","2015.0"
"本·卓别林","actor","10773239","movie","ACT","2015.0"
"阿丽·兰德里","actor","10773239","movie","ACT","2015.0"
"亚布拉哈姆·本鲁比","actor","10773239","movie","ACT","2015.0"
"托比·胡斯","actor","10773239","movie","ACT","2015.0"
"凯莉·格蕾森","actor","10773239","movie","ACT","2015.0"
"Candice Azzara","actor","10773239","movie","ACT","2015.0"
"杨千嬅","actor","25870236","movie","ACT","2015.0"
"古天乐","actor","25870236","movie","ACT","2015.0"
"吴耀汉","actor","25870236","movie","ACT","2015.0"
"吴浣仪","actor","25870236","movie","ACT","2015.0"
"姜皓文","actor","25870236","movie","ACT","2015.0"
"刘玉翠","actor","25870236","movie","ACT","2015.0"
"狄哲龙","actor","25870236","movie","ACT","2015.0"
"冯淬帆","actor","25870236","movie","ACT","2015.0"
"马浴柯","actor","25870236","movie","ACT","2015.0"
"火火","actor","25870236","movie","ACT","2015.0"
"黄文慧","actor","25870236","movie","ACT","2015.0"
"苍井优","actor","26147706","movie","ACT","2015.0"
"铃木杏","actor","26147706","movie","ACT","2015.0"
"胜地凉","actor","26147706","movie","ACT","2015.0"
"黑木华","actor","26147706","movie","ACT","2015.0"
"木村多江","actor","26147706","movie","ACT","2015.0"
"平泉成","actor","26147706","movie","ACT","2015.0"
"相田翔子","actor","26147706","movie","ACT","2015.0"
"铃木兰兰","actor","26147706","movie","ACT","2015.0"
"郭智博","actor","26147706","movie","ACT","2015.0"
"木村绿子","actor","26147706","movie","ACT","2015.0"
"安藤樱","actor","25761178","movie","ACT","2014.0"
"新井浩文","actor","25761178","movie","ACT","2014.0"
"稲川実代子","actor","25761178","movie","ACT","2014.0"
"早織","actor","25761178","movie","ACT","2014.0"
"宇野祥平","actor","25761178","movie","ACT","2014.0"
"坂田聡","actor","25761178","movie","ACT","2014.0"
"沖田裕樹","actor","25761178","movie","ACT","2014.0"
"吉村界人","actor","25761178","movie","ACT","2014.0"
"松浦慎一郎","actor","25761178","movie","ACT","2014.0"
"伊藤洋三郎","actor","25761178","movie","ACT","2014.0"
"重松収","actor","25761178","movie","ACT","2014.0"
"根岸季衣","actor","25761178","movie","ACT","2014.0"
"孙红雷","actor","26219652","movie","ACT","2015.0"
"周冬雨","actor","26219652","movie","ACT","2015.0"
"董子健","actor","26219652","movie","ACT","2015.0"
"王栎鑫","actor","26219652","movie","ACT","2015.0"
"柳希龙","actor","26219652","movie","ACT","2015.0"
"李佳奇","actor","26219652","movie","ACT","2015.0"
"夏天","actor","26219652","movie","ACT","2015.0"
"赵立新","actor","26219652","movie","ACT","2015.0"
"王森","actor","26219652","movie","ACT","2015.0"
"道恩·强森","actor","25786077","movie","ACT","2015.0"
"亚历珊德拉·达达里奥","actor","25786077","movie","ACT","2015.0"
"卡拉·古奇诺","actor","25786077","movie","ACT","2015.0"
"雨果·约翰斯通-伯特","actor","25786077","movie","ACT","2015.0"
"雅奇·潘嘉比","actor","25786077","movie","ACT","2015.0"
"科尔顿·海恩斯","actor","25786077","movie","ACT","2015.0"
"艾恩·格拉法德","actor","25786077","movie","ACT","2015.0"
"保罗·吉亚玛提","actor","25786077","movie","ACT","2015.0"
"凯莉·米洛","actor","25786077","movie","ACT","2015.0"
"李威尹","actor","25786077","movie","ACT","2015.0"
"瓦内萨·罗斯","actor","25786077","movie","ACT","2015.0"
"马特·杰拉德","actor","25786077","movie","ACT","2015.0"
"阿特·帕金森","actor","25786077","movie","ACT","2015.0"
"罗宾·阿特金·唐斯","actor","25786077","movie","ACT","2015.0"
"艾伦·D·柏温","actor","25786077","movie","ACT","2015.0"
"亚历克·乌特戈夫","actor","25786077","movie","ACT","2015.0"
"摩根·格莉芬","actor","25786077","movie","ACT","2015.0"
"杰米斯·巴特勒","actor","25786077","movie","ACT","2015.0"
"艾伦·波普尔顿","actor","25786077","movie","ACT","2015.0"
"小林薰","actor","25958787","movie","ACT","2015.0"
"绫田俊树","actor","25958787","movie","ACT","2015.0"
"不破万作","actor","25958787","movie","ACT","2015.0"
"松重丰","actor","25958787","movie","ACT","2015.0"
"安藤玉惠","actor","25958787","movie","ACT","2015.0"
"山中崇","actor","25958787","movie","ACT","2015.0"
"宇野祥平","actor","25958787","movie","ACT","2015.0"
"光石研","actor","25958787","movie","ACT","2015.0"
"小田切让","actor","25958787","movie","ACT","2015.0"
"高冈早纪","actor","25958787","movie","ACT","2015.0"
"柄本时生","actor","25958787","movie","ACT","2015.0"
"多部未华子","actor","25958787","movie","ACT","2015.0"
"余贵美子","actor","25958787","movie","ACT","2015.0"
"筒井道隆","actor","25958787","movie","ACT","2015.0"
"菊池亚希子","actor","25958787","movie","ACT","2015.0"
"田中裕子","actor","25958787","movie","ACT","2015.0"
"平田薫","actor","25958787","movie","ACT","2015.0"
"科里·霍金斯","actor","3608742","movie","ACT","2015.0"
"杰森·米切尔","actor","3608742","movie","ACT","2015.0"
"小奥谢拉·杰克逊","actor","3608742","movie","ACT","2015.0"
"阿尔迪斯·霍吉","actor","3608742","movie","ACT","2015.0"
"保罗·吉亚玛提","actor","3608742","movie","ACT","2015.0"
"凯斯·斯坦菲尔德","actor","3608742","movie","ACT","2015.0"
"小尼尔·布朗","actor","3608742","movie","ACT","2015.0"
"小马龙·耶茨","actor","3608742","movie","ACT","2015.0"
"马修·博兰","actor","3608742","movie","ACT","2015.0"
"R·马科斯·泰勒","actor","3608742","movie","ACT","2015.0"
"卡拉·帕特森","actor","3608742","movie","ACT","2015.0"
"亚历山德拉·希普","actor","3608742","movie","ACT","2015.0"
"科瑞·雷诺兹","actor","3608742","movie","ACT","2015.0"
"查宁·塔图姆","actor","11541282","movie","ACT","2015.0"
"马特·波莫","actor","11541282","movie","ACT","2015.0"
"乔·曼根尼罗","actor","11541282","movie","ACT","2015.0"
"安布尔·赫德","actor","11541282","movie","ACT","2015.0"
"贾达·萍克·史密斯","actor","11541282","movie","ACT","2015.0"
"伊丽莎白·班克斯","actor","11541282","movie","ACT","2015.0"
"安迪·麦克道威尔","actor","11541282","movie","ACT","2015.0"
"加布里埃尔·伊格莱西亚斯","actor","11541282","movie","ACT","2015.0"
"迈克尔·斯特拉罕","actor","11541282","movie","ACT","2015.0"
"克丽丝特尔·亨特","actor","11541282","movie","ACT","2015.0"
"简·麦克尼尔","actor","11541282","movie","ACT","2015.0"
"唐纳德·格洛弗","actor","11541282","movie","ACT","2015.0"
"凯文·纳什","actor","11541282","movie","ACT","2015.0"
"亚当·罗德里格兹","actor","11541282","movie","ACT","2015.0"
"史蒂芬·布斯","actor","11541282","movie","ACT","2015.0"
"罗达·格里菲丝","actor","11541282","movie","ACT","2015.0"
"金柏莉·德拉蒙德","actor","11541282","movie","ACT","2015.0"
"瑞克·佛莱尔","actor","11541282","movie","ACT","2015.0"
"胡安·彼德拉伊塔","actor","11541282","movie","ACT","2015.0"
"古天乐","actor","25837175","movie","ACT","2015.0"
"余文乐","actor","25837175","movie","ACT","2015.0"
"佟丽娅","actor","25837175","movie","ACT","2015.0"
"张孝全","actor","25837175","movie","ACT","2015.0"
"谢天华","actor","25837175","movie","ACT","2015.0"
"元秋","actor","25837175","movie","ACT","2015.0"
"李璨琛","actor","25837175","movie","ACT","2015.0"
"伍允龙","actor","25837175","movie","ACT","2015.0"
"姜皓文","actor","25837175","movie","ACT","2015.0"
"林子善","actor","25837175","movie","ACT","2015.0"
"任达华","actor","25837175","movie","ACT","2015.0"
"高捷","actor","25837175","movie","ACT","2015.0"
"马浴柯","actor","25837175","movie","ACT","2015.0"
"谭炳文","actor","25837175","movie","ACT","2015.0"
"本尼迪克特·康伯巴奇","actor","10463953","movie","ACT","2015.0"
"凯拉·奈特莉","actor","10463953","movie","ACT","2015.0"
"马修·古迪","actor","10463953","movie","ACT","2015.0"
"罗里·金奈尔","actor","10463953","movie","ACT","2015.0"
"艾伦·里奇","actor","10463953","movie","ACT","2015.0"
"马修·比尔德","actor","10463953","movie","ACT","2015.0"
"查尔斯·丹斯","actor","10463953","movie","ACT","2015.0"
"马克·斯特朗","actor","10463953","movie","ACT","2015.0"
"詹姆斯·诺斯科特","actor","10463953","movie","ACT","2015.0"
"汤姆·古德曼-希尔","actor","10463953","movie","ACT","2015.0"
"史蒂芬·威丁顿","actor","10463953","movie","ACT","2015.0"
"伊兰·古德曼","actor","10463953","movie","ACT","2015.0"
"杰克·塔尔登","actor","10463953","movie","ACT","2015.0"
"埃里克斯·劳瑟","actor","10463953","movie","ACT","2015.0"
"杰克·巴农","actor","10463953","movie","ACT","2015.0"
"贾斯汀·弗莱彻","actor","24397586","movie","ACT","2015.0"
"约翰·斯帕克斯","actor","24397586","movie","ACT","2015.0"
"欧米德·吉亚李利","actor","24397586","movie","ACT","2015.0"
"理查德·韦伯","actor","24397586","movie","ACT","2015.0"
"凯特·哈伯","actor","24397586","movie","ACT","2015.0"
"蒂姆·汉兹","actor","24397586","movie","ACT","2015.0"
"安迪·尼曼","actor","24397586","movie","ACT","2015.0"
"西蒙·格林诺","actor","24397586","movie","ACT","2015.0"
"艾玛·泰特","actor","24397586","movie","ACT","2015.0"
"杰克·保尔森","actor","24397586","movie","ACT","2015.0"
"西恩·康诺利","actor","24397586","movie","ACT","2015.0"
"亨利·伯顿","actor","24397586","movie","ACT","2015.0"
"迪曼特·维瓦斯","actor","24397586","movie","ACT","2015.0"
"苏菲·劳顿","actor","24397586","movie","ACT","2015.0"
"妮娅·梅迪·詹姆斯","actor","24397586","movie","ACT","2015.0"
"三浦春马","actor","6866928","movie","ACT","2015.0"
"长谷川博己","actor","6866928","movie","ACT","2015.0"
"水原希子","actor","6866928","movie","ACT","2015.0"
"本乡奏多","actor","6866928","movie","ACT","2015.0"
"三浦贵大","actor","6866928","movie","ACT","2015.0"
"樱庭奈奈美","actor","6866928","movie","ACT","2015.0"
"松尾谕","actor","6866928","movie","ACT","2015.0"
"石原里美","actor","6866928","movie","ACT","2015.0"
"皮埃尔泷","actor","6866928","movie","ACT","2015.0"
"国村隼","actor","6866928","movie","ACT","2015.0"
"渡部秀","actor","6866928","movie","ACT","2015.0"
"水崎绫女","actor","6866928","movie","ACT","2015.0"
"武田梨奈","actor","6866928","movie","ACT","2015.0"
"梅丽莎·麦卡西","actor","25752261","movie","ACT","2015.0"
"杰森·斯坦森","actor","25752261","movie","ACT","2015.0"
"裘德·洛","actor","25752261","movie","ACT","2015.0"
"萝丝·拜恩","actor","25752261","movie","ACT","2015.0"
"莫蕾娜·巴卡林","actor","25752261","movie","ACT","2015.0"
"李威尹","actor","25752261","movie","ACT","2015.0"
"艾莉森·珍妮","actor","25752261","movie","ACT","2015.0"
"鲍比·坎纳瓦尔","actor","25752261","movie","ACT","2015.0"
"50分","actor","25752261","movie","ACT","2015.0"
"彼得·塞拉菲诺威茨","actor","25752261","movie","ACT","2015.0"
"卡洛斯·庞丝","actor","25752261","movie","ACT","2015.0"
"扎克·伍兹","actor","25752261","movie","ACT","2015.0"
"杰西卡·查芬","actor","25752261","movie","ACT","2015.0"
"米兰达·哈特","actor","25752261","movie","ACT","2015.0"
"艾丽西娅·维拉-贝利","actor","25752261","movie","ACT","2015.0"
"娜吉丝·法克利","actor","25752261","movie","ACT","2015.0"
"迈尔斯·特勒","actor","25773932","movie","ACT","2014.0"
"J·K·西蒙斯","actor","25773932","movie","ACT","2014.0"
"保罗·雷瑟","actor","25773932","movie","ACT","2014.0"
"梅丽莎·贝努瓦","actor","25773932","movie","ACT","2014.0"
"奥斯汀·斯托维尔","actor","25773932","movie","ACT","2014.0"
"克里斯·马尔基","actor","25773932","movie","ACT","2014.0"
"马科斯·卡锡","actor","25773932","movie","ACT","2014.0"
"杰森·布莱尔","actor","25773932","movie","ACT","2014.0"
"科菲·斯里博伊","actor","25773932","movie","ACT","2014.0"
"吴京","actor","23788440","movie","ACT","2015.0"
"托尼·贾","actor","23788440","movie","ACT","2015.0"
"张晋","actor","23788440","movie","ACT","2015.0"
"任达华","actor","23788440","movie","ACT","2015.0"
"卢惠光","actor","23788440","movie","ACT","2015.0"
"恭硕良","actor","23788440","movie","ACT","2015.0"
"林嘉华","actor","23788440","movie","ACT","2015.0"
"蔡瀚亿","actor","23788440","movie","ACT","2015.0"
"艾威","actor","23788440","movie","ACT","2015.0"
"姜皓文","actor","23788440","movie","ACT","2015.0"
"张驰","actor","23788440","movie","ACT","2015.0"
"寇占文","actor","23788440","movie","ACT","2015.0"
"古天乐","actor","23788440","movie","ACT","2015.0"
"袁嘉敏","actor","23788440","movie","ACT","2015.0"
"王宝强","actor","24879839","movie","ACT","2015.0"
"郭富城","actor","24879839","movie","ACT","2015.0"
"张震","actor","24879839","movie","ACT","2015.0"
"林志玲","actor","24879839","movie","ACT","2015.0"
"范伟","actor","24879839","movie","ACT","2015.0"
"元华","actor","24879839","movie","ACT","2015.0"
"王学圻","actor","24879839","movie","ACT","2015.0"
"吴建豪","actor","24879839","movie","ACT","2015.0"
"陈国坤","actor","24879839","movie","ACT","2015.0"
"林雪","actor","24879839","movie","ACT","2015.0"
"董琦","actor","24879839","movie","ACT","2015.0"
"李雪健","actor","24879839","movie","ACT","2015.0"
"田壮壮","actor","24879839","movie","ACT","2015.0"
"陈虎","actor","24879839","movie","ACT","2015.0"
"房祖名","actor","24879839","movie","ACT","2015.0"
"汤姆·希林","actor","25932086","movie","ACT","2014.0"
"埃利亚斯·穆巴里克","actor","25932086","movie","ACT","2014.0"
"沃坦·维尔克·默林","actor","25932086","movie","ACT","2014.0"
"Antoine Monot Jr.","actor","25932086","movie","ACT","2014.0"
"汉娜·赫斯普朗","actor","25932086","movie","ACT","2014.0"
"崔娜·迪斯霍尔姆","actor","25932086","movie","ACT","2014.0"
"Leopold Hornung","actor","25932086","movie","ACT","2014.0"
"Katharina Matz","actor","25932086","movie","ACT","2014.0"
"李奥那多·卡劳","actor","25932086","movie","ACT","2014.0"
"Arndt Schwering-Sohnrey","actor","25932086","movie","ACT","2014.0"
"露安·艾梅哈","actor","25855951","movie","ACT","2014.0"
"嘉莲·维雅","actor","25855951","movie","ACT","2014.0"
"弗朗索瓦·达密安","actor","25855951","movie","ACT","2014.0"
"伊连·贝加拉","actor","25855951","movie","ACT","2014.0"
"埃里克·埃尔莫斯尼诺","actor","25855951","movie","ACT","2014.0"
"卢卡·戈尔贝格","actor","25855951","movie","ACT","2014.0"
"罗珊妮·杜兰","actor","25855951","movie","ACT","2014.0"
"玛尔·索度佩","actor","25855951","movie","ACT","2014.0"
"斯代芬·沃杰托维茨","actor","25855951","movie","ACT","2014.0"
"Clémence Lassalas","actor","25855951","movie","ACT","2014.0"
"汤姆·哈迪","actor","3592854","movie","ACT","2015.0"
"查理兹·塞隆","actor","3592854","movie","ACT","2015.0"
"尼古拉斯·霍尔特","actor","3592854","movie","ACT","2015.0"
"休·基斯-拜恩","actor","3592854","movie","ACT","2015.0"
"乔什·赫尔曼","actor","3592854","movie","ACT","2015.0"
"内森·琼斯","actor","3592854","movie","ACT","2015.0"
"佐伊·克罗维兹","actor","3592854","movie","ACT","2015.0"
"罗茜·汉丁顿-惠特莉","actor","3592854","movie","ACT","2015.0"
"丽莉·克亚芙","actor","3592854","movie","ACT","2015.0"
"阿比·丽","actor","3592854","movie","ACT","2015.0"
"考特尼·伊顿","actor","3592854","movie","ACT","2015.0"
"安格斯·桑普森","actor","3592854","movie","ACT","2015.0"
"理查德·卡特","actor","3592854","movie","ACT","2015.0"
"梅根·盖尔","actor","3592854","movie","ACT","2015.0"
"肖恩·哈普","actor","3592854","movie","ACT","2015.0"
"布蕾克·莱弗利","actor","6039412","movie","ACT","2015.0"
"米契尔·哈思曼","actor","6039412","movie","ACT","2015.0"
"哈里森·福特","actor","6039412","movie","ACT","2015.0"
"艾伦·伯斯汀","actor","6039412","movie","ACT","2015.0"
"凯西·贝克","actor","6039412","movie","ACT","2015.0"
"阿曼达·克鲁","actor","6039412","movie","ACT","2015.0"
"Lynda Boyd","actor","6039412","movie","ACT","2015.0"
"Hugh Ross","actor","6039412","movie","ACT","2015.0"
"理查德·哈蒙","actor","6039412","movie","ACT","2015.0"
"富尔·切切里","actor","6039412","movie","ACT","2015.0"
"Anjali Jay","actor","6039412","movie","ACT","2015.0"
"神奈川宏幸","actor","6039412","movie","ACT","2015.0"
"皮特·J.加里","actor","6039412","movie","ACT","2015.0"
"Izabel Pearce","actor","6039412","movie","ACT","2015.0"
"Cate Richardson","actor","6039412","movie","ACT","2015.0"
"陈意涵","actor","25907004","movie","ACT","2014.0"
"池珍熙","actor","25907004","movie","ACT","2014.0"
"陈学冬","actor","25907004","movie","ACT","2014.0"
"钟丽缇","actor","25907004","movie","ACT","2014.0"
"齐溪","actor","25907004","movie","ACT","2014.0"
"李昕芸","actor","25907004","movie","ACT","2014.0"
"禹惠林","actor","25907004","movie","ACT","2014.0"
"刘仪伟","actor","25907004","movie","ACT","2014.0"
"谢东燊","actor","25907004","movie","ACT","2014.0"
"刘循子墨","actor","25907004","movie","ACT","2014.0"
"Choi Won-joon","actor","26366634","movie","ACT","2015.0"
"Han Se-i","actor","26366634","movie","ACT","2015.0"
"Kim Min-gi","actor","26366634","movie","ACT","2015.0"
"Lee Jae-in","actor","26366634","movie","ACT","2015.0"
"Kim Cheong-soon","actor","26366634","movie","ACT","2015.0"
"Jang Moon-yeong","actor","26366634","movie","ACT","2015.0"
"Hwang Ji-hoo","actor","26366634","movie","ACT","2015.0"
"Yoo Ji-hyeon","actor","26366634","movie","ACT","2015.0"
"Cha Bo-seong","actor","26366634","movie","ACT","2015.0"
"Park Jeong-yoon","actor","26366634","movie","ACT","2015.0"
"Seo Seung-hyeon","actor","26366634","movie","ACT","2015.0"
"So-ra","actor","26366634","movie","ACT","2015.0"
"奥斯卡·伊萨克","actor","4160540","movie","ACT","2015.0"
