director_id:string:ID
"d 莱斯利·霍华德"
"d朴成均Seong-gyun Park"
"d亚历桑德罗·布鲁格斯"
"d柯内流·波蓝波宇"
"d詹妮弗·林奇"
"d艾伦·瑞克曼"
"d松冈锭司"
"d德雷克·多雷穆斯"
"d姜文"
"d朗斯·尼美毕达"
"d权宗官"
"d约翰·奥古斯特"
"d盖瑞·罗斯"
"d彼得·斯崔克兰德"
"d Rob Portmann"
"d西维亚·乔迈"
"d威廉·尤班克"
"d梁明 "
"dFrançois Dupeyron"
"d迈克·诺斯卡"
"d理查德·唐纳 "
"d克雷格 R. 巴克斯利 (Craig R. Baxley)"
"d林孝谦"
"d宋业明"
"d塞思·麦克法兰"
"d史蒂文·斯皮尔伯格"
"d爱德华·本内特"
"d罗纳德·尼姆"
"d安娜·波顿 "
"dThomas Lilti"
"d 高群书"
"d班庄·比辛达拿刚"
"d塚本晋也"
"dIlmar Raag"
"d帕特里克·卢西尔"
"d 闵奎东"
"d今石洋之"
"d熊井启"
"d罗杰·米歇尔"
"dKit Ryan"
"d大森立嗣"
"d伊利亚·卡赞"
"d吉拉尔·皮雷"
"d谭华"
"d汤姆·沃恩"
"d安相勋"
"d下山天"
"d达米安·斯兹弗隆"
"d布拉德·佩顿"
"d安德鲁·亚当森 "
"d小泉尧史"
"d布莱恩·莱温特"
"d 秦小珍"
"d石井克人"
"d秋昌民"
"d刘奋斗"
"d巴兹·鲁赫曼"
"d李载汉"
"d普拉奇亚·平克尧"
"dAndreas Prochaska"
"d金容钧"
"d曹镇模"
"d稻垣浩"
"d 胡学林 "
"d安东尼·伯恩斯"
"d凯瑟琳·哈德威克"
"d莱塞·霍尔斯道姆"
"d扬·科马萨"
"d亚历桑德罗·佐杜洛夫斯基"
"d梁婷"
"d玛莉 兰伯特 (Mary Lambert)"
"d诺姆·穆罗"
"d刘镇伟 (Jeffrey Lau)"
"d 邓超"
"d艾瑞克·范·洛依"
"d约翰·李·汉考克"
"d 铃木浩介 "
"d由拉特·史帕克"
"d 克里斯·雷纳德"
"d金相赞 "
"d阿米尔·汗 "
"dJohn Erick Dowdle"
"d李力持 "
"d Paween Purikitpanya "
"d戈尔·维宾斯基"
"d本·斯蒂勒"
"dAlê Abreu"
"d韦斯·鲍尔"
"d乔·考尼什"
"d乔恩·沃茨"
"d罗杰·萨金特"
"dXavier Villaverde"
"d安藤寻"
"d艾利·克雷格"
"d严浩"
"dDavid Carson"
"d弗兰克·德拉邦特"
"d南泽秀"
"d奥利维耶·达昂"
"dMichael McGowan"
"d希恩·安德鲁斯"
"d罗启锐"
"d路易·德·菲耐斯 "
"d安迪·沃卓斯基 "
"d鲍德熹 "
"d克雷格·卓贝"
"d杰克·阿诺德"
"d迈克·菲吉斯"
"dアベユーイチ"
"d马丁·布莱斯"
"d乔丹·斯科特"
"d寒竹百合"
"d元新渊"
"d欧文·勒纳"
"d常光希"
"d泰伦斯·马力克"
"d弗兰克·奥兹"
"d崔豪"
"dPaco Plaza"
"d欧·帕克"
"d 艾尔玛·克洛斯"
"d 比约恩·史坦"
"d矢崎仁司"
"d尼基塔·米哈尔科夫"
"d日向朝子"
"d科特·维莫"
"d扎克·施奈德"
"d彭顺 "
"d斯蒂芬·霍普金斯"
"dJae-Young Shin"
"d冈村力"
"d克里斯·洛克"
"d曹义锡‍ "
"d迈克尔·斯特内"
"d诺拉·艾芙隆"
"d布莱恩·罗宾斯"
"d布鲁斯·贝尔斯福德"
"dJosh Reed"
"d井口昇"
"d约翰·麦卡伦"
"d维克多·艾里斯"
"d乔恩·阿米尔"
"dGilles Maheu"
"dDwayne Carey-Hill"
"d普特鹏·普罗萨卡·那·萨克那卡林 "
"d長谷川康夫（Yasuo Hasegawa）"
"d乔·德特杜巴"
"d柯克·德·米科 "
"d伊桑·斯波尔丁"
"dAndrea Sedlácková"
"d JUNG Wonsik"
"d帕特里克·塔特普洛斯"
"d 孙周 "
"d安德列·塞库拉"
"d宁瀛"
"d梁小熊"
"d 维达也·汤于容 "
"d朱拉·亚库比斯克"
"d李海准"
"d菲利普·法拉特乌"
"dLance Daly"
"d吉姆·贾木许"
"d斯坦利·多南"
"dBasel Owies"
"d 罗伯·明可夫"
"d斯科特·希克斯"
"d杜玉贞"
"d 丰岛圭介"
"d张坚庭"
"dNaphat Chaithiangthum"
"d文在容"
"d朴燦玉"
"d刘成烨"
"d瑞恩·菲利普"
"dPasith Buranajan "
"d川村泰祐"
"d米开朗基罗·安东尼奥尼"
"d保罗·金"
"d河濑直美"
"dBrian Mills"
"d柯特妮·考克斯"
"dBradley King"
"d杨文军 "
"d Lou Adler"
"d北野武"
"d杨·塞谬尔"
"d陆川"
"d 曾志伟"
"d桥口亮辅"
"d安兵基"
"dTony Mahony "
"d德里克·李 "
"d奉俊昊"
"dSeverin Fiala "
"d巴塔萨·科马库"
"dRajkumar Hirani"
"d查恩·厄尔马克"
"dBrett Leonard"
"dRoar Uthaug"
"d丹尼斯·维伦纽瓦"
"d金济英"
"dJohn Poliquin"
"d埃里克·达尼尔 "
"d米林宏昌"
"d韦家辉"
"d吉尔莫·德尔·托罗"
"d 陈果"
"d李相日"
"d马克·福斯特"
"d许政"
"d斯派克·李"
"d王全安"
"d奥拉顿德·奥逊山米"
"dOren Peli"
"d乔·丹特"
"d凯尔·巴尔达 "
"d亚历山大·佩恩"
"d柳勋 "
"d柳升进"
"dUmesh Shukla"
"d 吉恩·凯利"
"d汤姆·摩尔 "
"d沃夫冈·雷瑟曼"
"d 亚历克斯·帕斯特尔"
"d肯尼·奥特加"
"d王家卫"
"d张扬"
"d贝尼特·米勒"
"d罗伯·科恩"
"d乔治·米勒"
"d凯文·科斯特纳"
"dDamon Beesley "
"dBogdan Dumitrescu"
"d李杨"
"d 周星驰"
"d罗喜灿"
"d杰克·克莱顿"
"d李胤基"
"d中田秀夫"
"d 黄建新"
"d张元"
"d阿方索·卡隆"
"d曾国祥 "
"d鲁伯特·瓦耶特"
"d阮世生"
"d文森佐·纳塔利"
"d罗伯·莱特曼 "
"d韦斯·安德森"
"d约翰·杜根"
"d伍仕贤"
"d崔小芹 "
"d 萧荣"
"d 许树宁"
"d 尼提瓦·塔拉吞 "
"dKim Deok-Soo"
"d詹姆斯·弗雷"
"d金炅默"
"d梅迪·夏夫"
"d米家山"
"d拉塞尔·穆卡希"
"d格恩迪·塔塔科夫斯基"
"d石井康晴"
"dChris Berkeley "
"d汤姆·提克威"
"d杰夫·兰弗洛"
"dSiddharth Anand"
"dTi West"
"d弗朗索瓦·欧容"
"dRand Ravich"
"d李宰汉"
"d土方政人"
"d丹·福格尔曼"
"d杰米 布兰克斯 (Jamie Blanks)"
"d李蔚然"
"d黄仁镐"
"dNimród Antal"
"d拉吉库马尔·希拉尼"
"dKim Farrant"
"d 金奎泰"
"d郑伟文 "
"d查慕春"
"d刘伟强"
"d马特·里夫斯"
"d 周洁"
"d宋一坤"
"d克拉克·约翰森"
"d埃里克·侯麦"
"d崔洋一"
"d李宇哲"
"d尼古拉斯·梅耶"
"d朴重勋"
"d克劳德·比诺多"
"d小池健"
"d樋口真嗣"
"d阿斯哈·法哈蒂"
"d加雷斯·埃文斯"
"d竹中直人"
"d李晓雨"
"d阿加多·蒙特沃德"
"d皮艾尔·柯芬 "
"d 金贤秀"
"dMennan Yapo"
"d杰森·摩尔"
"d Aleksandr Voytinskiy"
"d 白石晃士 "
"d乔治·乌尔夫"
"d基努·里维斯"
"d刘观伟"
"d乔纳森·莫斯托"
"d阿格涅丝卡·霍兰"
"dMiguel Sapochnik"
"d薛晓路"
"d Komgrit Triwimol"
"d德里克·斯安弗朗斯"
"d 刘富源"
"d 麦克·特米尔"
"d约瑟夫·麦克金提·尼彻"
"d罗伯特·雷德福"
"d厄尼·巴巴拉什"
"d泽西 霍夫曼 (Jerzy Hoffman)"
"d威廉·惠勒"
"d斯科特·沃"
"d及川中"
"d大友启史"
"d柯蒂斯·汉森"
"d格伦·费卡拉 "
"d池田健司"
"dEdward Neumeier"
"d布鲁斯·麦克唐纳德"
"d贾森·雷特曼"
"d赖俊羽"
"dAndrew Jarecki"
"dMark McQueen"
"dTom Holland"
"d 铃木卓尔 "
"d 川尻善昭 "
"d张律"
"d菲利普·加瑞尔"
"d贝拉·塔尔"
"d宋迪"
"d金秀玹"
"d马楚成"
"d 艾伦·休斯"
"d克里斯托弗·诺兰"
"d吉诺特·兹瓦克"
"d耶利米·S·谢奇克"
"d郑址宇"
"d贝纳尔多·贝托鲁奇"
"dJim Mickle"
"d罗伯特·怀斯"
"d查理·卓别林"
"d尼古拉斯·温丁·雷弗恩"
"d郑凡植"
"d 庄文强"
"d荻上直子"
"dJ·李·汤普森"
"d金炫锡"
"d尼古拉斯·希特纳"
"d托马斯·阿尔弗莱德森"
"d张一白"
"d金知云 "
"d吉约姆·卡内"
"d亚当·艾略特"
"d汤山邦彦 "
"d莎里·斯宾厄·伯曼 "
"dJim Sonzero"
"d黑田昌郎 Yoshio Kuroda"
"d宁浩"
"d堤幸彦 "
"d埃里克·斯柯比约格"
"dJeff Woolnough"
"d亚历山大·阿嘉"
"d阿牛"
"d塔韦华·温泰"
"d恩斯特·马利斯卡"
"d肖恩·克里斯汀森"
"d谢尔盖·格拉西莫夫"
"d金知云"
"d张哲洙"
"d西恩·埃利斯"
"d盐田明彦"
"d 伊基公袁"
"d玛嘉·莎塔琵"
"d全宰洪"
"d 乔·斯万博格 "
"d JU Seongsu "
"dRapeepimol Chaisaena"
"d约翰·卡尼"
"dF·W·茂瑙"
"d拉里·查尔斯"
"d 昆汀·塔伦蒂诺 "
"d史蒂文·R·蒙若尔"
"d米盖尔·阿尔特塔"
"d 韦西·沙赞那庭 "
"d尼古拉斯·斯托勒"
"d马克斯·奥菲尔斯"
"dPARK Sun-Uk"
"dEsteban Sapir"
"d崔锡元"
"d林太郎"
"d索菲亚·科波拉"
"d胡安·卡洛斯·弗雷斯纳迪罗"
"d 埃德加·赖特 "
"dDoug Atchison"
"dSalomé Breziner"
"d篠田正浩"
"d唐·迈克尔·保罗"
"d谢雷·福克森"
"d托马斯·卡特"
"d赵良骏"
"d罗伊·安德森"
"dM·奈特·沙马兰"
"d克里斯·巴克 "
"d岸西"
"d Andy Jones "
"d维克多·列文"
"d 拉娜·沃卓斯基 "
"dNatalia Meta"
"d 小池健 "
"d斯蒂文·奈特"
"dDuwayne Dunham"
"d迪恩·德布洛斯 "
"d陈庆嘉 "
"d鲍比·法拉利 "
"d李卷"
"d陈思诚"
"d清水崇"
"dKim Jeong-hwan"
"d钮承泽"
"d伊坦·柯亨"
"d李鼎"
"d朴贤真"
"dPeter Lord "
"d李安"
"d熊泽尚人"
"d 邓衍成"
"d杨宇硕"
"d荒牧伸志 "
"d Isara Nadee "
"d黄浩然"
"d 西尾大介"
"d威廉·弗莱德金"
"d皮埃尔·布特龙"
"d詹姆斯·瓦特金斯"
"d格伦·威尔斯"
"dDave Filoni"
"d 约翰·里夸"
"d Lorenzo Mattotti "
"dAndrew Solt"
"d 木村ひさし"
"d凯尔·纽曼"
"d泰迪·罗宾"
"d青山裕企 "
"d赵天宇"
"dLukasz Palkowski"
"d柳长河"
"d 吴京"
"d大卫·叶茨"
"dJ.T 泰普诺巴"
"dKatja von Garnier"
"d吉田大八"
"d马里奥·莫尼切利 "
"d罗杰·唐纳森"
"d西川美和"
"d罗斯·大卫尼斯"
"d约翰 A·戴维斯"
"d林云成"
"d钟澍佳"
"d大卫·斯雷德"
"d文森特·帕兰德 "
"d 夏永康"
"d尼尔·乔丹"
"d 多多·阿巴希泽"
"d彼特·克林逊 Peter Collinson"
"d雷尼·哈林"
"d林超贤 "
"d伍思薇"
"dPeter Levin"
"d彭浩翔"
"d黑土三男"
"d朴正祐"
"d沟口健二"
"d奥托·普雷明格"
"d托马斯·沃瑞"
"d罗恩·克莱蒙兹 "
"d穆丹"
"d李受妍"
"d魏德圣"
"d Xavier Palud"
"d罗德·哈迪"
"d Glenn Leyburn"
"d佐米·希尔拉"
"d山姆·雷米"
"d 权志妍"
"d克里斯·埃文斯"
"d李宋喜一"
"d卢奇诺·维斯康蒂"
"d汤姆·麦格拉思"
"d约翰·休斯顿"
"d大卫·泽尔纳"
"d陈翊恒"
"d叶伟信 "
"d阿德里安·莱恩"
"d大卫·阿耶"
"d查尔斯·马丁·史密斯"
"d弗雷德·金尼曼"
"d安振宇"
"d楚克‧萨克瑞科"
"d谢立文"
"dFriðrik Þór Friðriksson"
"d 朴赞郁"
"d那奇欧·维加隆多 "
"d杨·史云梅耶"
"d饭塚健"
"d金依萌"
"d肯尼思·布拉纳"
"d阿瑟·佩恩"
"dEakasit Thairatana"
"d博卡·格德斯维特"
"d斯蒂尔斯·怀特"
"dChristopher Leone"
"d加里·特洛斯达勒 "
"d任达华 "
"d李海蜀"
"d安德烈·祖拉斯基"
"d秋山贵彦"
"d松山博昭"
"d邱处机"
"d谢尔盖·邦达尔丘克"
"d埃米利·阿朵里诺"
"d蓝乃才"
"dJames T. Walker"
"d彼得·拉姆齐"
"d崛川顿幸 (Tonko Horikawa)"
"d布雷特·海利"
"d亚历山大·索科洛夫"
"d金英卓"
"d福田雄一"
"d裵鏞均"
"d克里斯·米勒 "
"d弗朗西斯·福特·科波拉"
"d昆汀·塔伦蒂诺"
"d巴里·索南菲尔德"
"d基伦·埃弗瑞·韦恩斯"
"d耶云哉治"
"d哈罗德·雷米斯"
"d彼得·特拉维斯"
"d纪里谷和明"
"dCaradog W. James"
"dBlutch "
"d迈克尔·霍夫曼"
"d石川宽"
"d约翰·摩尔"
"d 三宅隆太"
"d金光植"
"d郑智泳"
"d梅拉尼·罗兰"
"d迈克尔·温特伯顿"
"dTony Randel"
"d 豊島圭介 "
"d阿兰·泰勒"
"dKaren Leigh Hopkins"
"d沙恩·布莱克"
"dAntoine Charreyron"
"d李贤中"
"d汉斯·皮特·莫郎"
"d塙幸成"
"dIvan Kavanagh"
"d阿吉瓦·沙弗尔"
"d汤姆·迪西罗"
"d威尔·古勒"
"d徐峥"
"d劳伦·蒙哥马利"
"d 张坚庭 "
"d保罗·萨纳耶夫"
"d孙泰雄"
"d大卫·盖伊·利维"
"d乔纳·马科维茨"
"d尼玛·诺里扎德"
"dBrian Falk"
"d吉恩 凯利 (Gene Kelly)"
"d 岩井俊二 "
"d迈克尔·塞洛蒙"
"d马丁·罗森"
"d安杰依·瓦伊达"
"d王童"
"d加里斯·爱德华斯"
"d迈克·弗拉纳根"
"d约翰·霍克"
"d丁楚信"
"d罗德里格·加西亚"
"d陈凯歌"
"dRick Morales"
"d詹姆斯·马瑟 "
"d尼尔·马歇尔"
"d坂口博信 "
"d尼尔·拉布特"
"d菲利达·劳埃德"
"d马基德·马基迪"
"d金成浩"
"d Kongkiat Khomsiri "
"d艾拉·萨克斯"
"d程孝泽"
"d金赵光寿"
"d冯巩"
"d 甄子丹"
"d菅原比吕志"
"d Michael Manasseri"
"d林常树"
"d Ágnes Hranitzky"
"d午马"
"d乔纳森·戴顿 "
"d菲利普∙德∙肖伏隆"
"dAhn Cheol-ho"
"d 让-皮埃尔·热内"
"d 肖蔚鸿"
"d元奎"
"d韩相熙"
"d 真下耕一"
"dJohn Lafia"
"d塞巴斯蒂安·高蒂维斯"
"d科里夫·斯丹德斯"
"d帕特里克·休斯"
"d 埃迪森·特斯利卡森 "
"d马克·韦布"
"dYurek Bogayevicz"
"d扬·斯维拉克"
"dDavid Au"
"d国东锡"
"d金正焕"
"d罗维"
"dNiall Johnson"
"d 瑞安·弗雷克"
"d沃尔夫冈·贝克"
"dThom Eberhardt"
"d让-巴普蒂斯特·安德烈"
"d金海坤"
"dBrian King"
"d妮琪·卡罗"
"dStephen Hopkins"
"d 布拉德·刘易斯"
"dGiulio Ricciarelli"
"dMiguel Ángel Vivas"
"d高畑勋"
"d易立"
"d 山姆·菲尔"
"d嘉里·瑞德斯托姆"
"d Youngyooth Thongkonthun "
"d伍迪·艾伦"
"d史蒂芬·贝克"
"d林诣彬"
"d巴特·弗伦德里希"
"d 井口升 "
"dHenry Bean"
"dJoby Harold"
"d 玛嘉·莎塔琵"
"dÁdám Császi"
"d宋岳峰"
"d 詹姆斯·麦克特格"
"d梅尔·吉布森"
"d乔拉·赫兹"
"d崔益焕"
"d理查德·艾欧阿德"
"d吴勉勤"
"d罗伯特·斯特罗姆伯格"
"d陈嘉上 "
"d内森·格雷诺 "
"d特奥多尔·梅尔菲"
"d 潘安子 "
"d武正晴"
"d拉加·高斯内尔"
"d胡明凯 "
"d王颖 "
"d庾河"
"d出崎統"
"d韩杰"
"d小泉德宏"
"d吴贻弓"
"dBrad Isaacs"
"d沃尔特·塞勒斯"
"d 查德·史塔赫斯基"
"d刘伟强 "
"dBrian Farnham"
"d维克多·萨尔瓦"
"d克林特·伊斯特伍德"
"d保罗·考克斯"
"d布莱恩·德·帕尔玛"
"d安妮·弗莱彻"
"d 吴点均 "
"d河正宇"
"d杰夫·瓦德洛"
"d林赞相"
"d威廉·考夫曼"
"d 埃里克·达尼尔 "
"d Seree Phongnithi "
"dRachel Talalay"
"d凯利·阿斯博瑞 "
"d布尔·斯蒂尔斯"
"d 亚当·温加德"
"d泽井信一郎 (Shinichirô Sawai)"
"d朴熙坤"
"d杨雅喆"
"d Putipong Saisikaew "
"d岩井俊二"
"d梅里安·C·库珀 "
"d 巴兹尔·迪尔登 "
"d吴宇森"
"d李小龙"
"d夏永康 "
"d肯·斯科特"
"d罗杰·斯波蒂伍德"
"d沃尔特·希尔"
"d梁允豪 "
"d尼克·墨菲"
"dSteven Silver"
"d汉娜·玛克玛尔巴夫"
"d邝文伟 (Abe Kwong)"
"d尼尔森·麦科米克"
"d沃伊齐希·哈斯"
"dGerard Johnstone"
"dIsabelle Doval"
"d行定勋 "
"d唐永健"
"d何平"
"dAgnieszka Holland"
"d丁亮 "
"d申东烨"
"d 乔·卢素"
"d苏珊娜·比尔"
"d费尔南多·索拉纳斯"
"d约翰·福特"
"d 张钢 "
"d丹尼斯·阿康特"
"d三谷幸喜"
"d马丁·里特"
"d 徐克"
"d崔宗泰"
"d詹姆斯·布里奇斯"
"d张贤洙"
"d游达志"
"dA.R. Murugadoss"
"d Joshua Marston "
"d山本泰一郎"
"d金绮泳"
"d罗勒·莎菲"
"d彼得·杰克逊"
"d汤姆 霍兰 (Tom Holland)"
"d黄建新 "
"d权英乐"
"d徐克"
"d比班·基德龙"
"d西尔扎提·亚合甫"
"d冯小宁"
"dTony Krantz"
"d 李公乐"
"d唐·霍尔 "
"d迈克尔·曼"
"d曾利文彦"
"d保罗·范霍文"
"d李惠民 "
"d 约瑟夫·冯·斯登堡 "
"dKIM Jinmoo "
"d塞斯·格罗斯曼"
"d卡瑞恩·库萨马"
"d金成勋"
"d 汤姆·麦格拉思"
"d权炯辰"
"d唐书璇"
"d 林妍"
"d唐·曼西尼"
"d胡里奥·密谭"
"d佐藤東弥"
"d 阿瑟·罗森"
"d斯科特·弗兰克"
"dAditya Chopra"
"d奥利维耶·阿萨亚斯"
"d陈国辉 "
"d杰瑞·扎克"
"d斯坦利·多南 "
"d 维罗妮卡·弗兰茨"
"d陈国富 "
"d 名倉愛 "
"d 安格斯·桑普森"
"d安德斯·穆斯切蒂"
"d李旗"
"dFabrizio Costa"
"d张琦"
"d卢埃里·罗宾森"
"d Lorna Cook"
"d伊丹十三"
"d劳伦斯·哥特曼"
"d杰伊·欧力瓦"
"d佐久間紀佳"
"d钟彼得 "
"d 彭顺"
"dMartin Wood"
"d伊丽莎白·艾伦"
"d筱原哲雄"
"dJustin Reardon"
"dPhil Joanou"
"d张菁"
"d巴德·伯蒂彻"
"dMarcel Langenegger"
"d邓衍成"
"d比尔·波拉德"
"d埃里克·雷德"
"d罗杰·瓦迪姆"
"d前田弘二"
"dIain Softley"
"d伊利·曼佐"
"d三浦大辅"
"d 理查德·斯塔扎克"
"d迈克尔·帕特里克·金"
"d岛村达雄"
"dTroy Nixey"
"d埃里克·冯·施特罗海姆"
"dCharles Guard "
"d近藤喜文"
"d黎志"
"d余伟国 "
"d潘妮·马歇尔"
"d马克·奥斯本 "
"d星护"
"d汤姆·布拉迪"
"d乔治·诺非"
"d钱人豪"
"dRakesh Roshan"
"d詹姆斯·曼高德"
"d伦纳德·尼莫伊"
"d保罗·安文"
"d赵容善"
"d凯文·史密斯"
"d鲁德"
"d孔水昌"
"d克雷格·麦辛"
"d张鑫炎"
"d 米拉·奈尔 "
"d汤姆·提克威 "
"dDaniel Stamm"
"d保·范·德·奥斯特"
"d罗伯特·奥尔德里奇"
"d乔丹·沃格特-罗伯茨"
"d神山征二郎"
"dPhilippe Lachaux "
"d罗伯特·本顿"
"dJeff Wurtz"
"d布莱德利·帕克"
"d江玉仪 "
"d皮尔斯·哈格德"
"d金荣俊 "
"dJonathan King"
"d鲁伯特·桑德斯"
"d金相万"
"d约翰·斯托克韦尔"
"d 史蒂夫·普切尔"
"d林权泽"
"d沙朗·马奎尔"
"dSherry Horman"
"d马克·劳伦斯"
"d郑胜求"
"dS.S. Rajamouli "
"d罗文"
"d园子温"
"d让·德拉努瓦"
"dMohammad-Ali Talebi"
"d威廉·夏特纳"
"d 朱利安·莫利"
"d 许鞍华"
"d疆利官"
"d黄真真"
"d伊斯雷尔·霍洛维茨"
"d小中和哉"
"d 李俊民"
"d尚敬"
"d加斯·詹宁斯"
"d冲浦启之"
"d 克里斯·桑德斯"
"d大卫·S·高耶"
"dCarlo Ledesma"
"d冯德伦"
"d四分一节子 Setsuko Shibuichi"
"d菲利普·G·阿特威尔"
"d詹妮弗·肯特"
"d Radio Silence "
"d格莱高利·莱瓦瑟"
"d彼德·卡索维茨"
"d佐佐部清"
"d萨萨·乌鲁沙泽"
"d左颂升"
"d让-保尔·萨罗米"
"d泰德·珀斯特"
"d勝間田具治"
"d蜷川幸雄"
"dAlessandro Rak"
"d黎妙雪"
"dAdam Robitel"
"d胡金铨 "
"d 黄郑贤"
"dPaul Katis"
"d京谷唯志"
"d 凯利·阿斯博瑞 "
"d托比·霍珀"
"d张建亚"
"d Thomas Guard"
"d库特·纽曼"
"d李京美"
"dKiah Roache-Turner"
"d郑秉吉"
"d侯咏"
"d埃洛瑞·埃卡伊姆"
"d大卫·林奇"
"d恩斯特·刘别谦"
"d冲田修一"
"d弗朗索瓦·特吕弗"
"dWayne Kramer"
"d詹姆斯·古恩"
"d邵晓黎"
"d张家辉"
"d权昊英"
"d克里斯·斯帕林"
"d奥逊·威尔斯"
"d陈木胜"
"d罗伯特·威恩"
"d沈成宝"
"d 克里斯托弗·米勒"
"d安迪·威尔逊"
"d 克里斯多夫·甘斯 "
"d让-吕克·戈达尔"
"d保罗·麦奎根"
"dGoo Mo"
"d 卡洛堤·奈金塔隆 "
"dAdam Gierasch"
"d 孟卫兵"
"d乔纳森·里贝斯曼"
"dLadd Ehlinger Jr."
"d罗温·乔夫"
"d八木龙一 "
"d 郑植"
"d Jean Girault"
"d朴相骏"
"dBret Haaland"
"d杰弗里·萨克斯"
"d袁锦麟"
"d马塞尔·卡尔内"
"d乔治·罗伊·希尔"
"d 鹤田法男"
"d 尼克·帕克"
"dSpike Brandt "
"d李翰祥"
"dYannick Dahan "
"d阿基·考里斯马基"
"d马修·沃恩"
"d田允秀"
"d汉斯·卡诺萨"
"d 缇·威斯特 "
"d西河克己"
"d赵成熙"
"d杉井仪三郎"
"d理查德·隆克瑞恩"
"d托尼·比尔"
"d 简·皮克瓦"
"dEd Gass-Donnelly"
"d李元硕"
"d寺山修司"
"dGiuseppe Capotondi"
"d 吴达均"
"d克里斯·卡特"
"d缇·威斯特"
"d西村喜广"
"dJuan Carlos Cremata Malberti "
"dMikel Rueda"
"d克里斯蒂安·阿瓦特"
"d麦浚龙"
"d杨德昌"
"d金正权"
"d Nora Twomey"
"d乔瑟琳·穆尔豪斯"
"d 陈国辉"
"dSopon Sukdapisit"
"d 小中和哉"
"d尹仁灏"
"d理查德·沙因克曼"
"d韦斯·克雷文"
"d 成龙"
"d加布里尔·穆奇诺"
"dJohn Schultz"
"d劳伦斯·卡斯丹"
"d金镇英"
"dMichael Berry"
"d林庆洙"
"dScott Charles Stewart"
"d郑益奂"
"dKim Il-jong (김일종)"
"d大岛渚"
"dKenneth Johnson"
"dTarik Saleh"
"d丁晟"
"d尼提瓦·塔拉吞"
"d丹尼·博伊尔 "
"d 钱文琦 "
"d安权太"
"d丹尼·高顿"
"d凯文·多诺万"
"d林顺礼 "
"d朴赞郁"
"d马赛·皮耶普莱兹卡"
"d 钱永强"
"d贝拉·塔尔 "
"dDarragh Byrne"
"d金秉祐"
"d昆汀·杜飞"
"d朴歧炯"
"d尼克·卡索维茨"
"dJ·J·艾布拉姆斯"
"d布雷梯斯拉夫·波杰"
"d 山姆·伍德"
"d森淳一"
"d嘉瑞斯·贾里维克"
"dChris Sivertson"
"d理查德·柯蒂斯"
"d韩在林"
"d佩妮莱·费舍尔·克里斯藤森"
"d让-巴普蒂斯特·安德烈 Jean-Baptiste Andrea "
"d热拉尔·克瓦兹克"
"d罗伯特·摩尔"
"d全炯俊"
"d加文·欧康诺"
"d李尚宇"
"d大卫·扎克"
"d阿莱克·凯西西恩"
"d徐克 "
"dJames Frawley"
"d唐纳德·佩特瑞"
"d李岗 "
"d吉田恵辅"
"d布拉德·塞伯宁"
"d鲁伯特·温莱特"
"d让-皮埃尔·梅尔维尔"
"d蜷川实花"
"dGregory J. Read"
"dSteven R. Monroe"
"d 郑思杰"
"d 李志毅 "
"dTanit Jitnukul"
"dFouad Mikati"
"d乔梁"
"dDavid Ondaatje"
"d 柯克·维斯"
